location,size,total_sqft,bath,balcony,age,price
Gollahalli,2,1170,2,1,5.053542724,45.51
NRI Layout,2,1125,2,2,5.053542724,45.56
Begur Road,2,1200,2,2,5.055819675,45.6
Yelenahalli,2,1200,2,2,5.055819675,45.6
Marathahalli,2,950,2,1,5.055819675,45.68
Kanakapura  Rod,3,1305,2,1,5.056598058,45.68
Thanisandra,1,923,1,1,5.056598058,45.69
Sarjapur  Road,3,1173,2,2,5.056598058,45.75
Hormavu,2,1020,2,2,5.056788806,45.75
Sarjapur  Road,2,984,2,1,5.056788806,45.75
Raja Rajeshwari Nagar,2,1145,2,2,5.056788806,45.79
KR Puram,2,1205,2,1,5.057510963,45.79
Thanisandra,2,1075,2,2,5.057510963,45.8
Ramagondanahalli,2,845,2,1,5.057510963,45.82
Whitefield,2,1200,2,1,5.057578392,45.84
Whitefield,2,1200,2,1,5.057578392,45.84
Whitefield,2,1200,2,1,5.057578392,45.84
Bannerghatta Road,3,1465,2,1,5.060031492,45.87
Begur Road,2,1240,2,2,5.060031492,45.88
Electronic City,3,1530,2,1,5.060031492,45.9
NGR Layout,2,1020,2,1,5.06030279,45.9
NGR Layout,2,1022,2,1,5.06030279,45.9
Babusapalaya,2,1141,2,1,5.06030279,45.9
"Ananthanagar Phase 1,Electronic City , phase 2",2,1016,2,1,5.060567635,45.9
NGR Layout,2,1019,2,1,5.060567635,45.9
Old Madras Road,3,1350,3,1,5.060567635,45.9
P&T Layout,2,935,2,1,5.060596059,45.9
NGR Layout,2,1021,2,2,5.060596059,45.9
Sarjapur  Road,2,984,2,1,5.060596059,45.91
Sarjapur  Road,2,984,2,1,5.060886422,45.91
Sarjapur  Road,2,984,2,1,5.060886422,45.91
Sarjapur  Road,2,984,2,1,5.060886422,45.91
Sarjapura - Attibele Road,3,1329,2,2,5.061805489,45.95
Yelahanka,2,1210,2,1,5.061805489,45.98
Uttarahalli,2,1150,2,1,5.061805489,45.99
Electronic City,2,1025,2,1,5.062524905,46
KUDLU MAIN ROAD,3,1464,3,2,5.062524905,46
Bisuvanahalli,3,1075,2,1,5.062524905,46
Hormavu,1,715,1,2,5.062571564,46
Bommasandra,3,1200,3,2,5.062571564,46
7th Phase JP Nagar,2,1100,2,0,5.062571564,46
Haralur Road,2,1194,2,2,5.064611431,46
HSR Layout,2,1140,2,2,5.064611431,46
Kanakapura,2,929,2,1,5.064611431,46
Haralur Road,2,1243,2,1,5.064855375,46
Kanakpura Road,2,900,2,1,5.064855375,46
Horamavu Banaswadi,2,1156,2,2,5.064855375,46
KR Puram,3,1455,3,2,5.064975334,46
Gaurava Nagar,3,1240,2,2,5.064975334,46
Kanakpura Road,2,900,2,1,5.064975334,46
Kanakpura Road,2,900,2,1,5.065131324,46
Yelahanka,2,1150,2,2,5.065131324,46
Haralur Road,2,1194,2,2,5.065131324,46
Jigani,2,920,2,2,5.067134641,46
Gaundanapalya,2,1010,2,2,5.067134641,46
HSR Layout,2,1140,2,2,5.067134641,46
R.T. Nagar,2,1040,2,2,5.067889591,46
Haralur Road,2,1243,2,2,5.067889591,46
Hebbal,2,1040,2,2,5.067889591,46
Parappana Agrahara,2,1194,2,2,5.070005756,46
Haralur Road,2,1243,2,2,5.070005756,46
Electronics City Phase 1,2,995,2,0,5.070005756,46
Electronic City,2,1070,2,1,5.071624125,46
Thanisandra,2,1050,2,2,5.071624125,46
HSR Layout,2,1140,2,2,5.071624125,46
Mariyannapalya,2,900,2,3,5.072346319,46
Babusapalaya,2,1141,2,1,5.072346319,46
KR Puram,2,1100,2,1,5.072346319,46
Kaval Byrasandra,2,1100,2,1,5.073181886,46
Begur Road,2,1170,2,2,5.073181886,46
Bisuvanahalli,3,1180,2,1,5.073181886,46
Haralur Road,2,1194,2,2,5.073308976,46
Budigere,1,722,1,0,5.073308976,46
Chikkathoguru,2,1113,2,2,5.073308976,46
Thanisandra,2,1200,2,2,5.073320657,46
Dodda Nekkundi,2,1155,2,1,5.073320657,46
Mallathahalli,2,1100,2,1,5.073320657,46
Pragathi Nagar,2,1115,2,0,5.073982252,46
Varthur,2,1070,2,2,5.073982252,46
Bommanahalli,2,1050,2,2,5.073982252,46
Kaggadasapura,2,1140,2,2,5.074271516,46
HSR Layout,2,1140,2,2,5.074271516,46
Rachenahalli,1,680,1,1,5.074271516,46
Haralur Road,2,1243,2,2,5.076125193,46
Haralur Road,2,1243,2,2,5.076125193,46
Haralur Road,2,1243,2,2,5.076125193,46
Dasappa Layout,2,920,2,1,5.07662467,46
Haralur Road,2,1243,2,2,5.07662467,46
Manayata Tech Park,2,1100,2,2,5.07662467,46
Seegehalli,3,1420,2,2,5.078042652,46
Electronics City Phase 1,2,1085,2,1,5.078042652,46
Parappana Agrahara,2,1194,2,2,5.078042652,46
Sonnenahalli,3,1310,2,0,5.078184036,46
Ramamurthy Nagar,2,1200,2,1,5.078184036,46
Hulimavu,2,132Sq. Yards,2,3,5.078184036,46
Kamdhenu Nagar,2,1000,2,1,5.079006175,46
HSR Layout,2,1140,2,2,5.079006175,46
HSR Layout,2,1145,2,2,5.079006175,46
Haralur Road,2,1194,2,2,5.079228835,46
Electronic City Phase II,3,1150,3,3,5.079228835,46
NGR Layout,2,1020,2,1,5.079228835,46
Haralur Road,2,1243,2,2,5.079456904,46
Horamavu Agara,2,1000,2,1,5.079456904,46
Haralur Road,2,1243,2,2,5.079456904,46
Haralur Road,2,1194,2,2,5.079485076,46
Coconut Grove Layout,2,1156,2,2,5.079485076,46
Haralur Road,2,1243,2,2,5.079485076,46
Haralur Road,2,1194,2,2,5.082516102,46
HSR Layout,2,1145,2,2,5.082516102,46
Gubbalala,2,1060,2,1,5.082516102,46
Haralur Road,2,1243,2,1,5.08336073,46
Haralur Road,2,1243,2,2,5.08336073,46
Haralur Road,2,1243,2,2,5.08336073,46
HSR Layout,2,1140,2,2,5.083722418,46
Haralur Road,2,1243,2,2,5.083722418,46
Jalahalli,1,615,1,1,5.083722418,46
Electronic City,1,630,1,1,5.083861036,46
Ramagondanahalli,2,1251,2,1,5.083861036,46
Haralur Road,2,1200,2,2,5.083861036,46
Uttarahalli,2,1150,2,1,5.084714868,46
HSR Layout,2,1140,2,2,5.084714868,46
Jalahalli,1,615,1,1,5.084714868,46
Thanisandra,1,663,1,1,5.085558366,46
HSR Layout,2,1145,2,2,5.085558366,46
Thanisandra,2,1220,2,2,5.085558366,46
CV Raman Nagar,2,1125,2,1,5.08647949,46
Somasundara Palya,2,1140,2,2,5.08647949,46
HSR Layout,2,1145,2,2,5.08647949,46
Ramagondanahalli,2,1151,2,2,5.087438797,46
Sahakara Nagar,2,1200,2,0,5.087438797,46
Haralur Road,2,1243,2,2,5.087438797,46
Haralur Road,2,1243,2,2,5.087521122,46
Electronics City Phase 1,2,1080,2,2,5.087521122,46
Kudlu,2,1110,2,1,5.087521122,46
AGS Layout,2,1150,2,1,5.089792276,46
HSR Layout,2,1140,2,2,5.089792276,46
Venkatapura,3,1300,3,2,5.089792276,46
NGR Layout,2,1021,2,2,5.092064142,46
Electronic City Phase II,2,1135,2,2,5.092064142,46
Parappana Agrahara,2,1194,2,2,5.092064142,46
Haralur Road,2,1243,2,2,5.092458963,46
Parappana Agrahara,2,1194,2,2,5.092458963,46
Parappana Agrahara,2,1194,2,2,5.092458963,46
Choodasandra,2,1065,2,1,5.093114005,46
BTM 2nd Stage,2,930,2,2,5.093114005,46
Haralur Road,2,1194,2,2,5.093114005,46
Horamavu Agara,2,1090,2,1,5.093794033,46
Chikkabanavar,3,1320,2,2,5.093794033,46
Chellikere,2,1088,2,2,5.093794033,46
Haralur Road,2,1200,2,2,5.094476307,46
Haralur Road,2,1243,2,2,5.094476307,46
Mariyannapalya,2,1125,2,2,5.094476307,46
HSR Layout,2,1140,2,2,5.094685269,46
Malleshpalya,2,1200,2,2,5.094685269,46
Binny Pete,1,665,1,1,5.094685269,46.08
Ramagondanahalli,2,1215,2,1,5.095804701,46.1
Thanisandra,1,663,1,0,5.095804701,46.1
Whitefield,2,1200,2,1,5.095804701,46.13
Whitefield,2,1200,2,2,5.096643486,46.13
Whitefield,2,1200,2,1,5.096643486,46.13
Whitefield,2,1200,2,1,5.096643486,46.13
Channasandra,2,1200,2,1,5.097762701,46.13
Prasanth Extension,2,1200,3,1,5.097762701,46.14
Yelenahalli,2,1200,2,2,5.097762701,46.17
Yelenahalli,2,1200,2,,5.097871244,46.17
Nagarbhavi,2,1100,2,2,5.097871244,46.2
Hosakerehalli,2,925,2,1,5.097871244,46.25
Avalahalli,2,1053,2,1,5.098064741,46.29
Whitefield,3,1452,2,2,5.098064741,46.29
Kanakpura Road,2,900,2,1,5.098064741,46.29
Abbigere,2,1130,2,1,5.098117276,46.33
Hoodi,2,1105,2,2,5.098117276,46.37
Kudlu Gate,3,1364,2,3,5.098117276,46.38
Poorna Pragna Layout,2,1160,2,1,5.09845805,46.39
Kanakapura,2,1160,2,1,5.09845805,46.39
Poorna Pragna Layout,2,1160,2,2,5.09845805,46.39
Poorna Pragna Layout,2,1160,2,1,5.098958554,46.39
Whitefield,3,1451,2,2,5.098958554,46.4
Alfa Garden Layout,2,1190,2,2,5.098958554,46.41
Uttarahalli,3,1330,2,2,5.099157668,46.45
Horamavu Agara,3,1453,2,1,5.099157668,46.48
Malleshpalya,2,1140,2,2,5.099157668,46.5
Magadi Road,2,884 - 1116,2,0,5.100682906,46.5
Munnekollal,2,950,2,1,5.100682906,46.5
Roopena Agrahara,3,1215,2,2,5.100682906,46.5
Rajiv Nagar,2,1030,2,2,5.100690298,46.5
Hosakerehalli,2,925,2,1,5.100690298,46.5
Dodda Nekkundi,2,1145,2,1,5.100690298,46.5
BTM Layout,2,1020,2,1,5.1016138,46.5
Rachenahalli,2,1200,2,2,5.1016138,46.5
KR Puram,2,1085,2,1,5.1016138,46.5
Whitefield,2,1100,2,1,5.102177023,46.5
Hennur Road,2,1030,2,1,5.102177023,46.5
Thanisandra,2,1110,2,2,5.102177023,46.5
KR Puram,2,1225,2,1,5.103683065,46.55
Uttarahalli,3,1330,2,2,5.103683065,46.55
Uttarahalli,3,1330,2,2,5.103683065,46.55
Uttarahalli,3,1330,2,2,5.105172149,46.55
Uttarahalli,3,1330,2,2,5.105172149,46.55
TC Palaya,3,1330,3,3,5.105172149,46.56
Thanisandra,2,1265,2,2,5.105381084,46.6
Begur Road,2,1260,2,2,5.105381084,46.62
Marathahalli,2,950,2,2,5.105381084,46.7
Basavanapura,3,1612,3,3,5.105885882,46.74
Dodda Nekkundi,2,1100,2,1,5.105885882,46.75
Chikkalasandra,2,1075,2,1,5.105885882,46.76
Uttarahalli,2,1075,2,1,5.10693512,46.76
Uttarahalli,2,1075,2,1,5.10693512,46.76
Banashankari,2,1170,2,2,5.10693512,46.79
AGS Layout,2,1040,2,1,5.108147652,46.79
Bellandur,2,1170,2,1,5.108147652,46.79
Begur Road,2,1200,2,2,5.108147652,46.8
Ramagondanahalli,2,1235,2,1,5.109617927,46.8
Devanahalli,,1500 - 2400,,,5.109617927,46.8
Ramamurthy Nagar,2,1170,2,2,5.109617927,46.8
Doctors Layout,3,1215,2,2,5.109799344,46.8
Malleshpalya,2,1225,2,2,5.109799344,46.86
Marathahalli,2,957,2,1,5.109799344,46.9
Horamavu Banaswadi,2,1156,2,2,5.112168913,46.9
Sarjapur  Road,1,835,1,1,5.112168913,46.95
Marathahalli,2,950,2,1,5.112168913,46.96
Electronic City,3,1025,2,1,5.112366999,47
Maruthi Sevanagar,2,950,2,2,5.112366999,47
Ramagondanahalli,2,1251,2,1,5.112366999,47
Haralur Road,2,1194,2,2,5.114133097,47
Sarjapur,2,1185,2,2,5.114133097,47
Uttarahalli,2,1175,2,2,5.114133097,47
Haralur Road,2,1194,2,2,5.114685293,47
KR Puram,2,1100,2,1,5.114685293,47
Nagondanahalli,2,1178,2,3,5.114685293,47
Parappana Agrahara,2,1194,2,2,5.115125472,47
Jigani,2,914,2,2,5.115125472,47
CV Raman Nagar,2,1230,3,2,5.115125472,47
Uttarahalli,3,1330,2,1,5.116175663,47
Electronic City,1,630,1,1,5.116175663,47
Haralur Road,2,1194,2,2,5.116175663,47
Bisuvanahalli,3,1075,2,1,5.11652218,47
Vibhutipura Extension,2,1225,2,2,5.11652218,47
Parappana Agrahara,2,1194,2,2,5.11652218,47
Hebbal,2,1100,2,2,5.1179932,47
Uttarahalli,2,1175,2,1,5.1179932,47
Uttarahalli,2,1175,2,1,5.1179932,47
Marathahalli,2,957,2,1,5.118108905,47
Roopena Agrahara,3,1300,3,2,5.118108905,47
Parappana Agrahara,2,1194,2,2,5.118108905,47
Kanakapura,2,945,2,1,5.118864117,47
Kaggalipura,2,950,2,1,5.118864117,47
Vignana Nagar,2,1100,2,2,5.118864117,47
Uttarahalli,3,1345,2,1,5.119668858,47
Kattigenahalli,2,1062,2,2,5.119668858,47
Uttarahalli,2,1125,2,1,5.119668858,47
Uttarahalli,3,1300,2,1,5.119941049,47
Konanakunte Cross,2,1165,2,2,5.119941049,47
GM Palaya,2,1225,2,2,5.119941049,47
Whitefield,2,1235,2,2,5.121333052,47
KR Puram,2,1200,2,3,5.121333052,47
Electronic City,1,630,1,1,5.121333052,47
Gottigere,3,1425,2,2,5.121560597,47
Udaya Nagar,2,1225,2,2,5.121560597,47
Electronic City,2,1070,2,1,5.121560597,47
Ramamurthy Nagar,2,1125,2,1,5.122002568,47
Thubarahalli,2,1200,2,2,5.122002568,47
Parappana Agrahara,2,1194,2,2,5.122002568,47
Haralur Road,2,1194,2,2,5.122697838,47
Electronic City,2,1175,2,1,5.122697838,47
Haralur Road,2,1194,2,2,5.122697838,47
Vasanthapura,2,1050,2,2,5.124179449,47
Horamavu Banaswadi,2,1254,2,2,5.124179449,47
Battarahalli,1,600,1,0,5.124179449,47
Hennur Road,2,1020,2,3,5.1243934,47
Varthur,2,1250,2,2,5.1243934,47
Electronic City Phase II,3,1192,2,3,5.1243934,47
Haralur Road,2,1194,2,2,5.125019477,47
7th Phase JP Nagar,2,1174,2,1,5.125019477,47
Marathahalli,2,957,2,1,5.125019477,47
Parappana Agrahara,2,1194,2,2,5.126392437,47
Uttarahalli,2,1125,2,1,5.126392437,47
Vimanapura,2,1275,2,2,5.126392437,47
Bisuvanahalli,3,1075,2,1,5.127415452,47
Uttarahalli,2,1175,2,2,5.127415452,47
Doctors Layout,2,1225,2,1,5.127415452,47
Haralur Road,2,1194,2,2,5.127825655,47
Gollahalli,3,1325,2,1,5.127825655,47
Kaggadasapura,3,1250,2,2,5.127825655,47
Haralur Road,2,1194,2,2,5.127972307,47
Madavara,4,612,3,0,5.127972307,47
Uttarahalli,2,1125,2,1,5.127972307,47
 Devarachikkanahalli,2,1116,2,1,5.128212246,47
Volagerekallahalli,2,1205,2,1,5.128212246,47
Bannerghatta Road,2,1154,2,2,5.128212246,47
Bellandur,2,1251,2,3,5.128553727,47
7th Phase JP Nagar,1,750,1,2,5.128553727,47
Parappana Agrahara,2,1194,2,2,5.128553727,47
Parappana Agrahara,2,1194,2,2,5.13081313,47
BTM 2nd Stage,2,1100,2,2,5.13081313,47
Uttarahalli,2,1125,2,1,5.13081313,47
Manayata Tech Park,2,1150,2,2,5.131804628,47
Sompura,3,1350,2,2,5.131804628,47
LB Shastri Nagar,2,1200,2,1,5.131804628,47
Duddanahalli,3,1340,2,2,5.132972758,47
Sarjapur  Road,2,1035,2,1,5.132972758,47
Horamavu Agara,2,1058,2,2,5.132972758,47
Bellandur,2,1262,2,2,5.133139188,47
Begur,3,1445,2,2,5.133139188,47.1
Yelenahalli,2,1240,2,2,5.133139188,47.12
Uttarahalli,3,1350,2,3,5.133480582,47.24
Uttarahalli,3,1350,2,2,5.133480582,47.24
Uttarahalli,3,1350,2,2,5.133480582,47.24
Old Madras Road,3,1350,3,2,5.134472646,47.25
Rachenahalli,2,1050,2,2,5.134472646,47.25
2nd Phase Judicial Layout,3,1350,2,2,5.134472646,47.25
Old Madras Road,3,1350,3,1,5.135510991,47.25
2nd Phase Judicial Layout,3,1350,2,2,5.135510991,47.25
Old Madras Road,3,1350,3,2,5.135510991,47.25
Begur Road,3,1500,2,3,5.13588336,47.25
2nd Phase Judicial Layout,3,1350,2,2,5.13588336,47.25
Old Madras Road,2,1157,2,2,5.13588336,47.32
Old Madras Road,2,1157,2,2,5.138651815,47.32
Bannerghatta Road,2,1246,2,2,5.138651815,47.35
Hormavu,2,1263,2,1,5.138651815,47.36
Raja Rajeshwari Nagar,2,1185,2,2,5.138796142,47.39
Bannerghatta Road,2,1247,2,1,5.138796142,47.39
Bellandur,2,1185,2,1,5.138796142,47.39
Ramagondanahalli,2,1251,2,1,5.139113766,47.4
KR Puram,3,1005.03 - 1252.49,3,0,5.139113766,47.405
Chikkalasandra,2,1090,2,1,5.139113766,47.42
CV Raman Nagar,2,1070,2,2,5.140142495,47.5
Hagadur,2,1086,2,1,5.140142495,47.5
Banashankari Stage V,3,1510,3,3,5.140142495,47.57
Banashankari Stage V,3,1510,3,3,5.140235063,47.57
Uttarahalli,3,1360,2,2,5.140235063,47.59
Uttarahalli,3,1360,2,2,5.140235063,47.59
Uttarahalli,3,1360,2,2,5.142414685,47.59
Whitefield,2,1225,2,2,5.142414685,47.6
Mysore Road,3,1360,3,0,5.142414685,47.6
Horamavu Agara,2,982,2,1,5.142555284,47.65
Uttarahalli,2,1125,2,1,5.142555284,47.65
Hosakerehalli,2,1085,2,1,5.142555284,47.74
Kothannur,2,1197,2,1,5.143167064,47.8
Akash Nagar,2,967,2,1,5.143167064,47.8
Old Madras Road,2,1065,2,1,5.143167064,47.86
Kothannur,2,1197,2,1,5.145432924,47.88
Yelenahalli,2,1260,2,2,5.145432924,47.88
JP Nagar,2,1197,2,1,5.145432924,47.88
CV Raman Nagar,2,1225,2,2,5.146227225,47.88
Bisuvanahalli,3,1180,3,2,5.146227225,48
Manayata Tech Park,2,1100,2,2,5.146227225,48
Yelahanka,1,660,1,0,5.146489985,48
Sarjapura - Attibele Road,3,1330,2,1,5.146489985,48
Yarandahalli,3,1350,2,3,5.146489985,48
Nagasandra,2,980,2,1,5.146607319,48
Muneshwara Nagar,2,1230,2,3,5.146607319,48
Hosur Road,3,1175,2,2,5.146607319,48
Mahadevpura,2,1225,2,2,5.146618085,48
Narayana Nagar 1st Block,2,1202,2,1,5.146618085,48
New Gurappana Palya,2,1100,2,0,5.146618085,48
Jigani,2,918,2,2,5.148301396,48
Sompura,3,1025,2,1,5.148301396,48
Kalkere,2,925,2,2,5.148301396,48
Immadihalli,2,1180,2,2,5.149776773,48
Banjara Layout,3,1294,2,2,5.149776773,48
Sahakara Nagar,2,1219,2,2,5.149776773,48
Kereguddadahalli,3,1400,2,2,5.152322989,48
Laggere,1,1200,1,1,5.152322989,48
Chinnapanahalli,2,1225,2,2,5.152322989,48
Kaggadasapura,2,1060,2,2,5.152463665,48
Kengeri,3,1250,3,3,5.152463665,48
Sarjapur,3,1525,2,2,5.152463665,48
Harappanahalli,2,1311,2,2,5.153049571,48
Hulimavu,2,1058,2,1,5.153049571,48
Uttarahalli,2,1279,2,2,5.153049571,48
Hoodi,3,1350,2,3,5.153745232,48
Kaggadasapura,2,1050,2,2,5.153745232,48
KR Puram,2,1021,2,1,5.153745232,48
Whitefield,2,1102,2,1,5.153942345,48
Ardendale,2,1100,2,1,5.153942345,48
Raja Rajeshwari Nagar,2,1419,2,2,5.153942345,48
Yelahanka,2,915,2,2,5.154151403,48
Hebbal,2,1053,2,1,5.154151403,48
Varanasi,2,1175,2,1,5.154151403,48
Kaggalipura,2,950,2,1,5.154344783,48
Chikkalasandra,2,1230,2,2,5.154344783,48
Hennur,2,1231,2,2,5.154344783,48
Green Glen Layout,2,1050,2,2,5.154517885,48
Electronic City,3,1400,2,1,5.154517885,48
Somasundara Palya,2,1033,2,2,5.154517885,48
Subramanyapura,2,929,2,1,5.15505616,48
Dodda Nekkundi,2,1100,2,2,5.15505616,48
Poorna Pragna Layout,2,965,2,2,5.15505616,48
HSR Layout,2,1145,2,2,5.155812571,48
Kodichikkanahalli,2,1150,2,3,5.155812571,48
Ramamurthy Nagar,2,1200,2,1,5.155812571,48
Horamavu Banaswadi,2,1272,2,2,5.156588693,48
S R Layout,2,1096,2,2,5.156588693,48
Channasandra,2,3040,2,1,5.156588693,48
Kodigehalli,2,1200,2,2,5.156863738,48
Thanisandra,2,1100,2,1,5.156863738,48
Anandapura,2,900,2,0,5.156863738,48
Jaladarsini Layout,2,1000,2,2,5.157715794,48
BTM 2nd Stage,2,1070,2,1,5.157715794,48
Vijayabank bank layout,2,1100,2,1,5.157715794,48
Varthur,2,1090,2,2,5.158354668,48
Kalyan nagar,2,1280,2,1,5.158354668,48
Uttarahalli,2,1123,2,1,5.158354668,48
Jalahalli East,4,720,4,2,5.158749774,48
Bannerghatta Road,2,1015,2,0,5.158749774,48
Lal Bahadur Shastri Nagar,2,856,2,1,5.158749774,48
Shantiniketan Layout,2,925,2,2,5.159300978,48
Bannerghatta Road,2,1136,2,1,5.159300978,48
Marathahalli,2,1060,2,1,5.159300978,48
Brookefield,2,941,2,2,5.160574116,48
Silk Board,2,1020,2,3,5.160574116,48
Gangondanahalli,3,396,2,0,5.160574116,48
Chickpet,2,122Sq. Yards,2,0,5.162645346,48
Hegganahalli,1,1200,1,0,5.162645346,48
Amruthnagar,2,1150,2,1,5.162645346,48
Kaggadasapura,2,1225,2,2,5.162849624,48
5th Phase JP Nagar,2,1000,2,0,5.162849624,48
Chennappa Layout,3,1280,2,1,5.162849624,48
OMBR Layout,2,1050,2,3,5.163521343,48
Uttarahalli,2,1125,2,1,5.163521343,48
tc.palya,2,880,2,1,5.163521343,48
Raja Rajeshwari Nagar,2,1060,2,1,5.164251654,48
Raja Rajeshwari Nagar,3,1400,2,2,5.164251654,48
Bellandur,2,1088,2,2,5.164251654,48
Hebbal,2,1244,3,,5.165545017,48
Doddaballapur,3,1100Sq. Meter,2,1,5.165545017,48
Hosur Road,2,1170,2,1,5.165545017,48
Laggere,1,620,2,0,5.165921529,48
Kaggadasapura,2,1225,2,2,5.165921529,48
Hoodi,2,1000,2,2,5.165921529,48
Murugeshpalya,2,1225,2,2,5.16664844,48
Hennur,2,960,2,1,5.16664844,48
Bandepalya,2,1125,2,1,5.16664844,48
Hennur,2,1020,2,1,5.166734555,48
Kambipura,3,1083,2,1,5.166734555,48
Devanahalli,2,1045,2,2,5.166734555,48
Koppa,3,720,3,1,5.16799482,48
Bisuvanahalli,3,1075,2,1,5.16799482,48
Green View Layout,2,1108,2,1,5.16799482,48
Ramamurthy Nagar,1,1Grounds,1,1,5.16810508,48
Uttarahalli,2,1213,2,2,5.16810508,48
Hebbal,2,1200,2,2,5.16810508,48
Electronics City Phase 1,2,940,2,1,5.169125316,48
Electronic City,2,1070,2,1,5.169125316,48
Jeevan bima nagar,2,1225,2,2,5.169125316,48
Gollahalli,2,1050,2,1,5.17016265,48
PC Palaya,2,900,2,1,5.17016265,48
Akshaya Nagar,2,1100,2,2,5.17016265,48
Hegganahalli,1,1200,1,0,5.172956406,48
5th Block Hbr Layout,2,1100,2,2,5.172956406,48
Kalena Agrahara,2,1222,2,3,5.172956406,48
Coconut Grove Layout,2,1007,2,2,5.174346635,48
Uttarahalli,2,1125,2,1,5.174346635,48
Bannerghatta Road,2,1250,2,0,5.174346635,48
Jigani,2,943,2,2,5.174373335,48
Moodalapalya,1,410,1,1,5.174373335,48
R.T. Nagar,2,1080,2,1,5.174373335,48
Doddakannelli,2,1025,2,1,5.17468109,48
Bellandur,2,960,2,2,5.17468109,48
Ayappa Nagar,2,1190,2,1,5.17468109,48
Pai Layout,2,1068,2,3,5.175115447,48
Electronic City,2,995,2,1,5.175115447,48
Magadi Road,2,884,2,1,5.175115447,48
8th Phase JP Nagar,2,1046,2,1,5.176103252,48
Whitefield,3,1650,3,2,5.176103252,48
Electronic City,2,1070,2,1,5.176103252,48
CV Raman Nagar,2,1225,2,2,5.17624248,48
Virupakshapura,2,1162,2,1,5.17624248,48
Yelahanka New Town,3,1000,2,1,5.17624248,48
Whitefield,1,613,1,1,5.17708872,48
Annaiah Reddy Layout,2,1075,2,2,5.17708872,48
Banashankari,3,1372,2,2,5.17708872,48.02
kanakapura road,3,1375,2,3,5.17990656,48.06
Marathahalli,2,881,2,1,5.17990656,48.06
Raja Rajeshwari Nagar,2,1419,2,2,5.17990656,48.1
Raja Rajeshwari Nagar,2,1419,2,2,5.18024357,48.1
Yelahanka,2,1120 - 1145,2,0,5.18024357,48.13
Thanisandra,1,620 - 933,,,5.18024357,48.145
Kothannur,2,1206,2,1,5.180664125,48.23
Hoodi,1,706,1,1,5.180664125,48.24
Raghavendra Nagar,2,1175,2,2,5.180664125,48.27
Akshya Nagar,2,1175,2,2,5.18067847,48.27
Kundalahalli,2,1010,2,1,5.18067847,48.27
Channasandra,3,1340,2,2,5.18067847,48.33
Electronic City Phase II,3,1611,2,2,5.181975721,48.33
AGS Layout,2,1075,2,1,5.181975721,48.38
Doddanekundi,2,1128,2,2,5.181975721,48.4
Yelahanka,2,1274,2,2,5.182681463,48.42
NGR Layout,2,1020,2,1,5.182681463,48.45
NGR Layout,2,1020,2,2,5.182681463,48.45
NGR Layout,2,1020,2,1,5.182693359,48.45
NGR Layout,2,1020,2,2,5.182693359,48.45
Ramanjaneyanagar,3,1385,2,2,5.182693359,48.48
Uttarahalli,3,1385,2,2,5.182872692,48.48
Uttarahalli,3,1385,2,2,5.182872692,48.48
Uttarahalli,3,1385,2,2,5.182872692,48.48
Whitefield,2,1040,2,1,5.184382513,48.5
Gottigere,2,1153,2,1,5.184382513,48.5
Hosa Road,2,1243,2,2,5.184382513,48.5
Kumaraswami Layout,2,1000,2,1,5.184548388,48.5
Rayasandra,3,1199,2,1,5.184548388,48.5
Garudachar Palya,2,1060,2,1,5.184548388,48.5
LB Shastri Nagar,2,1250,2,2,5.184775392,48.5
Doddakammanahalli,3,1119,2,1,5.184775392,48.5
Sarjapur  Road,2,1150,2,1,5.184775392,48.5
Bannerghatta Road,3,1427,2,2,5.184810712,48.51
Banashankari Stage V,3,1540,3,2,5.184810712,48.51
Thigalarapalya,2,1000,2,2,5.184810712,48.53
Ramamurthy Nagar Extension,3,1350,3,2,5.185297664,48.6
Duvasapalya,2,1190,2,1,5.185297664,48.6
Kothannur,3,1215,2,3,5.185297664,48.6
Garudachar Palya,2,1060,2,1,5.185346416,48.66
Yelahanka,3,1282,2,2,5.185346416,48.7
Garudachar Palya,2,1060,2,1,5.185346416,48.7
Raja Rajeshwari Nagar,2,1140,2,1,5.185436372,48.7
Yelahanka,3,1282,2,1,5.185436372,48.72
T C Palya main Road,2,1175,2,1,5.185436372,48.72
Yelahanka,3,1282,2,1,5.185726845,48.72
Electronic City Phase II,3,1625,2,2,5.185726845,48.75
Hosa Road,2,1161,2,1,5.185726845,48.75
Whitefield,2,1116,2,3,5.186637721,48.76
Ramagondanahalli,2,1151,2,2,5.186637721,48.77
Raja Rajeshwari Nagar,2,1128,2,1,5.186637721,48.79
Bellari Road,2,1220,2,2,5.186801232,48.79
Raja Rajeshwari Nagar,2,1128,2,1,5.186801232,48.79
Yelahanka,2,1040,2,1,5.186801232,48.86
Sarjapur  Road,3,1405,3,2,5.187860246,48.87
6th Phase JP Nagar,3,1250,3,3,5.187860246,48.9
Tumkur Road,2,1076 - 1199,2,0,5.187860246,48.905
Mysore Road,2,1020,2,1,5.188491937,48.95
GM Palaya,2,1140,2,2,5.188491937,48.95
Mysore Road,2,1020,2,2,5.188491937,48.95
8th Phase JP Nagar,3,1224,2,2,5.188699501,48.95
Chikkalasandra,2,1208,2,1,5.188699501,49
Magadi Road,3,1282,2,2,5.188699501,49
Kundalahalli,2,1030,2,2,5.189911336,49
